city,datetime,temp,humidity,pressure,wind_speed,wind_bearing,visibility,clouds,lat,lon
Hanoi,2026-03-22 00:00:00,22.01,91,1013,3.12,122,10000,100,21.0245,105.8412
Hanoi,2026-03-22 03:00:00,26.89,66,1015,4.74,171,10000,100,21.0245,105.8412
Hanoi,2026-03-22 06:00:00,26.68,65,1012,5.78,170,10000,100,21.0245,105.8412
Hanoi,2026-03-22 09:00:00,26.81,65,1010,5.54,154,10000,100,21.0245,105.8412
Hanoi,2026-03-22 12:00:00,24.48,72,1012,5.5,148,10000,81,21.0245,105.8412
Hanoi,2026-03-22 15:00:00,22.53,82,1013,4.18,138,10000,68,21.0245,105.8412
Hanoi,2026-03-22 18:00:00,21.78,89,1012,3.38,137,10000,47,21.0245,105.8412
Hanoi,2026-03-22 21:00:00,21.57,92,1011,3.48,132,10000,77,21.0245,105.8412
Hanoi,2026-03-23 00:00:00,22.01,90,1012,3.78,136,10000,75,21.0245,105.8412
Hanoi,2026-03-23 03:00:00,26.18,66,1013,4.94,175,10000,82,21.0245,105.8412
Hanoi,2026-03-23 06:00:00,27.48,61,1011,4.64,183,10000,92,21.0245,105.8412
Hanoi,2026-03-23 09:00:00,28.77,56,1008,5.39,151,10000,80,21.0245,105.8412
Hanoi,2026-03-23 12:00:00,24.91,68,1010,5.57,143,10000,64,21.0245,105.8412
Ho Chi Minh City,2026-03-18 15:00:00,26.05,75,1012,5.51,129,10000,0,10.75,106.6667
Ho Chi Minh City,2026-03-18 18:00:00,25.75,76,1012,4.7,129,10000,0,10.75,106.6667
Ho Chi Minh City,2026-03-18 21:00:00,25.14,77,1011,4.15,135,10000,1,10.75,106.6667
Ho Chi Minh City,2026-03-19 00:00:00,25.09,74,1013,3.83,118,10000,35,10.75,106.6667
Ho Chi Minh City,2026-03-19 03:00:00,29.95,44,1013,2.92,107,10000,12,10.75,106.6667
Ho Chi Minh City,2026-03-19 06:00:00,33.22,32,1010,1.9,117,10000,10,10.75,106.6667
Ho Chi Minh City,2026-03-19 09:00:00,31.37,43,1008,7.08,160,10000,26,10.75,106.6667
Ho Chi Minh City,2026-03-19 12:00:00,26.32,66,1010,6.51,136,10000,15,10.75,106.6667
Ho Chi Minh City,2026-03-19 15:00:00,25.65,70,1012,5.41,133,10000,5,10.75,106.6667
Ho Chi Minh City,2026-03-19 18:00:00,25.1,76,1011,4.41,144,10000,6,10.75,106.6667
Ho Chi Minh City,2026-03-19 21:00:00,24.66,79,1011,3.35,124,10000,10,10.75,106.6667
Ho Chi Minh City,2026-03-20 00:00:00,25.24,76,1013,4.4,125,10000,11,10.75,106.6667
Ho Chi Minh City,2026-03-20 03:00:00,31.03,49,1013,3.8,123,10000,76,10.75,106.6667
Ho Chi Minh City,2026-03-20 06:00:00,35.17,36,1010,4.07,155,10000,60,10.75,106.6667
Ho Chi Minh City,2026-03-20 09:00:00,31.74,44,1008,6.52,160,10000,72,10.75,106.6667
Ho Chi Minh City,2026-03-20 12:00:00,27.05,61,1010,6.14,138,10000,34,10.75,106.6667
Ho Chi Minh City,2026-03-20 15:00:00,25.81,72,1012,4.33,140,10000,15,10.75,106.6667
Ho Chi Minh City,2026-03-20 18:00:00,25.22,79,1012,3.96,151,10000,20,10.75,106.6667
Ho Chi Minh City,2026-03-20 21:00:00,24.73,78,1012,3.24,138,10000,28,10.75,106.6667
Ho Chi Minh City,2026-03-21 00:00:00,25.32,75,1013,4.53,123,10000,63,10.75,106.6667
Ho Chi Minh City,2026-03-21 03:00:00,31.43,45,1013,3.64,113,10000,57,10.75,106.6667
Ho Chi Minh City,2026-03-21 06:00:00,36.19,34,1010,2.41,127,10000,47,10.75,106.6667
Ho Chi Minh City,2026-03-21 09:00:00,31.81,46,1008,7.07,152,10000,90,10.75,106.6667
Ho Chi Minh City,2026-03-21 12:00:00,27.93,60,1010,6.41,136,10000,80,10.75,106.6667
Ho Chi Minh City,2026-03-21 15:00:00,26.12,72,1012,6.17,127,10000,44,10.75,106.6667
Ho Chi Minh City,2026-03-21 18:00:00,25.6,75,1011,3.93,140,10000,25,10.75,106.6667
Ho Chi Minh City,2026-03-21 21:00:00,24.89,79,1011,3.66,135,10000,0,10.75,106.6667
Ho Chi Minh City,2026-03-22 00:00:00,25.59,77,1012,4.11,123,10000,1,10.75,106.6667
Ho Chi Minh City,2026-03-22 03:00:00,31.68,46,1013,3.67,97,10000,10,10.75,106.6667
Ho Chi Minh City,2026-03-22 06:00:00,36.14,34,1009,2.47,148,10000,17,10.75,106.6667
Ho Chi Minh City,2026-03-22 09:00:00,32.34,46,1007,7.2,157,10000,65,10.75,106.6667
Ho Chi Minh City,2026-03-22 12:00:00,26.99,69,1010,6.69,134,10000,39,10.75,106.6667
Ho Chi Minh City,2026-03-22 15:00:00,26.07,72,1011,6.64,125,10000,39,10.75,106.6667
Ho Chi Minh City,2026-03-22 18:00:00,25.53,78,1010,4.27,139,10000,50,10.75,106.6667
Ho Chi Minh City,2026-03-22 21:00:00,24.99,80,1010,4.01,124,10000,91,10.75,106.6667
Ho Chi Minh City,2026-03-23 00:00:00,25.61,74,1012,4.01,130,10000,80,10.75,106.6667
Ho Chi Minh City,2026-03-23 03:00:00,31.34,45,1012,3.3,103,10000,82,10.75,106.6667
Ho Chi Minh City,2026-03-23 06:00:00,36.38,34,1008,1.17,65,10000,92,10.75,106.6667
Ho Chi Minh City,2026-03-23 09:00:00,30.83,49,1007,6.94,163,10000,84,10.75,106.6667
Ho Chi Minh City,2026-03-23 12:00:00,26.79,67,1009,6.3,133,10000,39,10.75,106.6667
Da Nang,2026-03-18 15:00:00,23.27,85,1014,2.72,174,10000,3,16.0678,108.2208
Da Nang,2026-03-18 18:00:00,23.04,86,1014,3.07,189,10000,10,16.0678,108.2208
Da Nang,2026-03-18 21:00:00,22.14,88,1013,2.77,176,10000,22,16.0678,108.2208
Da Nang,2026-03-19 00:00:00,21.43,89,1014,3.55,178,10000,18,16.0678,108.2208
Da Nang,2026-03-19 03:00:00,25.43,79,1014,3.91,124,10000,0,16.0678,108.2208
Da Nang,2026-03-19 06:00:00,26.09,78,1013,5.05,108,10000,0,16.0678,108.2208
Da Nang,2026-03-19 09:00:00,24.87,78,1011,4.68,120,10000,0,16.0678,108.2208
Da Nang,2026-03-19 12:00:00,23.58,85,1012,4.27,145,10000,4,16.0678,108.2208
Da Nang,2026-03-19 15:00:00,22.87,87,1013,4.06,172,10000,19,16.0678,108.2208
Da Nang,2026-03-19 18:00:00,21.72,90,1011,3.99,178,10000,17,16.0678,108.2208
Da Nang,2026-03-19 21:00:00,21.28,91,1011,3.86,176,10000,3,16.0678,108.2208
Da Nang,2026-03-20 00:00:00,22.05,88,1013,3.94,164,10000,4,16.0678,108.2208
Da Nang,2026-03-20 03:00:00,24.55,78,1014,4.93,135,10000,3,16.0678,108.2208
Da Nang,2026-03-20 06:00:00,25.45,79,1012,7.0,124,10000,2,16.0678,108.2208
Da Nang,2026-03-20 09:00:00,24.97,82,1010,6.29,124,10000,4,16.0678,108.2208
Da Nang,2026-03-20 12:00:00,24.32,86,1012,4.73,133,10000,45,16.0678,108.2208
Da Nang,2026-03-20 15:00:00,23.67,89,1014,3.78,156,10000,43,16.0678,108.2208
Da Nang,2026-03-20 18:00:00,22.63,89,1012,3.09,182,10000,23,16.0678,108.2208
Da Nang,2026-03-20 21:00:00,21.96,89,1012,3.17,182,10000,1,16.0678,108.2208
Da Nang,2026-03-21 00:00:00,22.46,87,1014,2.75,181,10000,5,16.0678,108.2208
Da Nang,2026-03-21 03:00:00,25.06,76,1015,3.67,139,10000,11,16.0678,108.2208
Da Nang,2026-03-21 06:00:00,25.93,76,1013,4.44,116,10000,11,16.0678,108.2208
Da Nang,2026-03-21 09:00:00,26.08,76,1011,4.53,124,10000,12,16.0678,108.2208
Da Nang,2026-03-21 12:00:00,24.37,87,1013,3.7,134,10000,10,16.0678,108.2208
Da Nang,2026-03-21 15:00:00,24.09,90,1014,3.02,152,10000,45,16.0678,108.2208
Da Nang,2026-03-21 18:00:00,23.3,92,1013,2.9,156,10000,31,16.0678,108.2208
Da Nang,2026-03-21 21:00:00,22.64,92,1012,2.27,173,10000,27,16.0678,108.2208
Da Nang,2026-03-22 00:00:00,22.8,91,1014,3.08,193,10000,34,16.0678,108.2208
Da Nang,2026-03-22 03:00:00,25.29,81,1015,3.85,139,10000,32,16.0678,108.2208
Da Nang,2026-03-22 06:00:00,25.82,79,1012,5.68,111,10000,22,16.0678,108.2208
Da Nang,2026-03-22 09:00:00,25.29,80,1011,5.66,114,10000,9,16.0678,108.2208
Da Nang,2026-03-22 12:00:00,24.14,85,1013,4.18,131,10000,9,16.0678,108.2208
Da Nang,2026-03-22 15:00:00,23.52,87,1014,3.25,163,10000,5,16.0678,108.2208
Da Nang,2026-03-22 18:00:00,22.38,89,1012,3.11,195,10000,4,16.0678,108.2208
Da Nang,2026-03-22 21:00:00,21.82,89,1011,2.42,177,10000,1,16.0678,108.2208
Da Nang,2026-03-23 00:00:00,22.26,88,1013,3.12,181,10000,1,16.0678,108.2208
Da Nang,2026-03-23 03:00:00,24.74,79,1014,4.35,139,10000,0,16.0678,108.2208
Da Nang,2026-03-23 06:00:00,25.39,77,1011,5.39,116,10000,0,16.0678,108.2208
Da Nang,2026-03-23 09:00:00,25.24,77,1010,5.18,122,10000,3,16.0678,108.2208
Da Nang,2026-03-23 12:00:00,23.94,85,1012,3.76,146,10000,3,16.0678,108.2208
Can Tho,2026-03-18 15:00:00,25.36,82,1012,3.38,131,10000,4,10.0333,105.7833
Can Tho,2026-03-18 18:00:00,25.09,84,1012,1.55,107,10000,4,10.0333,105.7833
Can Tho,2026-03-18 21:00:00,23.99,89,1011,1.93,114,10000,31,10.0333,105.7833
Can Tho,2026-03-19 00:00:00,24.54,83,1013,1.58,104,10000,43,10.0333,105.7833
Can Tho,2026-03-19 03:00:00,29.13,46,1013,3.8,107,10000,17,10.0333,105.7833
Can Tho,2026-03-19 06:00:00,33.06,32,1009,4.45,111,10000,13,10.0333,105.7833
Can Tho,2026-03-19 09:00:00,34.95,33,1007,7.41,117,10000,12,10.0333,105.7833
Can Tho,2026-03-19 12:00:00,27.84,51,1010,4.62,144,10000,10,10.0333,105.7833
Can Tho,2026-03-19 15:00:00,24.34,77,1013,2.82,149,10000,5,10.0333,105.7833
Can Tho,2026-03-19 18:00:00,23.24,84,1012,2.03,151,10000,2,10.0333,105.7833
Can Tho,2026-03-19 21:00:00,22.67,86,1011,1.81,118,10000,5,10.0333,105.7833
Can Tho,2026-03-20 00:00:00,24.35,79,1013,2.75,111,10000,9,10.0333,105.7833
Can Tho,2026-03-20 03:00:00,31.7,46,1013,3.94,113,10000,40,10.0333,105.7833
Can Tho,2026-03-20 06:00:00,35.91,34,1009,4.07,118,10000,34,10.0333,105.7833
Can Tho,2026-03-20 09:00:00,32.98,39,1008,4.44,131,10000,100,10.0333,105.7833
Can Tho,2026-03-20 12:00:00,27.98,53,1010,4.72,139,10000,81,10.0333,105.7833
Can Tho,2026-03-20 15:00:00,24.3,74,1013,1.94,149,10000,71,10.0333,105.7833
Can Tho,2026-03-20 18:00:00,23.39,83,1012,1.95,153,10000,40,10.0333,105.7833
Can Tho,2026-03-20 21:00:00,22.81,89,1012,1.29,129,10000,19,10.0333,105.7833
Can Tho,2026-03-21 00:00:00,24.71,82,1013,2.93,104,10000,59,10.0333,105.7833
Can Tho,2026-03-21 03:00:00,31.99,44,1013,3.97,106,10000,81,10.0333,105.7833
Can Tho,2026-03-21 06:00:00,36.84,33,1009,3.66,106,10000,81,10.0333,105.7833
Can Tho,2026-03-21 09:00:00,33.88,37,1007,5.26,117,10000,95,10.0333,105.7833
Can Tho,2026-03-21 12:00:00,27.78,52,1010,5.15,128,10000,71,10.0333,105.7833
Can Tho,2026-03-21 15:00:00,24.6,75,1013,2.14,133,10000,0,10.0333,105.7833
Can Tho,2026-03-21 18:00:00,23.8,82,1012,1.84,155,10000,2,10.0333,105.7833
Can Tho,2026-03-21 21:00:00,23.22,88,1011,1.7,123,10000,14,10.0333,105.7833
Can Tho,2026-03-22 00:00:00,25.06,83,1012,3.47,113,10000,11,10.0333,105.7833
Can Tho,2026-03-22 03:00:00,32.46,40,1013,5.1,103,10000,27,10.0333,105.7833
Can Tho,2026-03-22 06:00:00,36.27,33,1009,5.21,103,10000,18,10.0333,105.7833
Can Tho,2026-03-22 09:00:00,33.29,41,1007,5.83,126,10000,82,10.0333,105.7833
Can Tho,2026-03-22 12:00:00,27.7,57,1010,5.4,125,10000,74,10.0333,105.7833
Can Tho,2026-03-22 15:00:00,24.8,78,1012,2.24,130,10000,43,10.0333,105.7833
Can Tho,2026-03-22 18:00:00,23.85,85,1011,1.95,128,10000,25,10.0333,105.7833
Can Tho,2026-03-22 21:00:00,23.02,91,1010,1.68,109,10000,7,10.0333,105.7833
Can Tho,2026-03-23 00:00:00,24.91,80,1012,2.39,107,10000,15,10.0333,105.7833
Can Tho,2026-03-23 03:00:00,32.26,47,1012,4.5,103,10000,83,10.0333,105.7833
Can Tho,2026-03-23 06:00:00,35.36,36,1008,4.97,118,10000,78,10.0333,105.7833
Can Tho,2026-03-23 09:00:00,32.76,42,1007,6.3,134,10000,100,10.0333,105.7833
Can Tho,2026-03-23 12:00:00,27.49,55,1009,5.29,130,10000,54,10.0333,105.7833
Nha Trang,2026-03-18 15:00:00,23.5,85,1014,1.73,316,10000,0,12.25,109.1833
Nha Trang,2026-03-18 18:00:00,22.97,87,1014,2.38,297,10000,0,12.25,109.1833
Nha Trang,2026-03-18 21:00:00,21.55,91,1013,2.41,298,10000,9,12.25,109.1833
Nha Trang,2026-03-19 00:00:00,21.82,86,1014,2.56,287,10000,33,12.25,109.1833
Nha Trang,2026-03-19 03:00:00,28.44,59,1015,2.18,72,10000,23,12.25,109.1833
Nha Trang,2026-03-19 06:00:00,27.71,57,1012,3.48,80,10000,22,12.25,109.1833
Nha Trang,2026-03-19 09:00:00,26.71,62,1010,3.28,71,10000,36,12.25,109.1833
Nha Trang,2026-03-19 12:00:00,23.51,79,1012,1.57,58,10000,20,12.25,109.1833
Nha Trang,2026-03-19 15:00:00,22.58,84,1014,1.42,325,10000,4,12.25,109.1833
Nha Trang,2026-03-19 18:00:00,21.0,88,1013,2.5,296,10000,25,12.25,109.1833
Nha Trang,2026-03-19 21:00:00,20.37,89,1012,3.0,289,10000,91,12.25,109.1833
Nha Trang,2026-03-20 00:00:00,22.39,80,1014,2.84,290,10000,64,12.25,109.1833
Nha Trang,2026-03-20 03:00:00,27.95,55,1014,1.71,76,10000,41,12.25,109.1833
Nha Trang,2026-03-20 06:00:00,28.91,52,1012,3.84,87,10000,25,12.25,109.1833
Nha Trang,2026-03-20 09:00:00,27.16,62,1010,3.43,84,10000,3,12.25,109.1833
Nha Trang,2026-03-20 12:00:00,23.64,85,1013,1.1,74,10000,3,12.25,109.1833
Nha Trang,2026-03-20 15:00:00,22.61,90,1014,1.46,316,10000,8,12.25,109.1833
Nha Trang,2026-03-20 18:00:00,21.23,93,1013,2.13,297,10000,9,12.25,109.1833
Nha Trang,2026-03-20 21:00:00,20.76,92,1013,2.35,280,10000,86,12.25,109.1833
Nha Trang,2026-03-21 00:00:00,22.37,85,1015,2.55,297,10000,93,12.25,109.1833
Nha Trang,2026-03-21 03:00:00,28.52,56,1015,1.17,67,10000,81,12.25,109.1833
Nha Trang,2026-03-21 06:00:00,29.48,55,1012,4.52,79,10000,43,12.25,109.1833
Nha Trang,2026-03-21 09:00:00,27.78,63,1011,4.11,73,10000,6,12.25,109.1833
Nha Trang,2026-03-21 12:00:00,23.95,85,1013,1.46,43,10000,3,12.25,109.1833
Nha Trang,2026-03-21 15:00:00,22.73,88,1014,2.0,309,10000,0,12.25,109.1833
Nha Trang,2026-03-21 18:00:00,21.74,89,1013,2.44,291,10000,0,12.25,109.1833
Nha Trang,2026-03-21 21:00:00,21.22,90,1012,2.68,294,10000,6,12.25,109.1833
Nha Trang,2026-03-22 00:00:00,23.31,79,1014,1.97,303,10000,43,12.25,109.1833
Nha Trang,2026-03-22 03:00:00,27.75,66,1015,1.84,43,10000,83,12.25,109.1833
Nha Trang,2026-03-22 06:00:00,29.0,63,1012,4.98,80,10000,62,12.25,109.1833
Nha Trang,2026-03-22 09:00:00,27.16,70,1011,4.61,72,10000,12,12.25,109.1833
Nha Trang,2026-03-22 12:00:00,23.77,89,1013,2.0,55,10000,8,12.25,109.1833
Nha Trang,2026-03-22 15:00:00,22.66,92,1014,1.73,331,10000,87,12.25,109.1833
Nha Trang,2026-03-22 18:00:00,21.83,94,1012,2.38,302,10000,94,12.25,109.1833
Nha Trang,2026-03-22 21:00:00,21.26,94,1011,2.51,288,10000,100,12.25,109.1833
Nha Trang,2026-03-23 00:00:00,22.71,87,1013,2.52,292,10000,100,12.25,109.1833
Nha Trang,2026-03-23 03:00:00,27.98,60,1013,2.37,59,10000,39,12.25,109.1833
Nha Trang,2026-03-23 06:00:00,28.93,59,1011,4.87,70,10000,20,12.25,109.1833
Nha Trang,2026-03-23 09:00:00,27.38,65,1009,4.31,69,10000,19,12.25,109.1833
Nha Trang,2026-03-23 12:00:00,23.68,85,1012,1.51,59,10000,23,12.25,109.1833
Hue,2026-03-18 15:00:00,23.43,92,1014,1.56,221,10000,7,16.4667,107.6
Hue,2026-03-18 18:00:00,23.12,93,1013,0.25,233,10000,8,16.4667,107.6
Hue,2026-03-18 21:00:00,22.23,95,1012,0.46,251,10000,10,16.4667,107.6
Hue,2026-03-19 00:00:00,21.29,90,1013,0.25,275,10000,11,16.4667,107.6
Hue,2026-03-19 03:00:00,27.09,68,1014,2.77,355,10000,2,16.4667,107.6
Hue,2026-03-19 06:00:00,27.81,67,1012,3.21,39,10000,1,16.4667,107.6
Hue,2026-03-19 09:00:00,26.54,70,1010,4.02,71,10000,0,16.4667,107.6
Hue,2026-03-19 12:00:00,22.22,91,1011,2.7,105,10000,1,16.4667,107.6
Hue,2026-03-19 15:00:00,21.07,95,1012,0.89,174,10000,4,16.4667,107.6
Hue,2026-03-19 18:00:00,20.37,95,1010,0.88,161,10000,17,16.4667,107.6
Hue,2026-03-19 21:00:00,19.87,93,1009,0.6,204,10000,10,16.4667,107.6
Hue,2026-03-20 00:00:00,21.64,86,1012,0.6,259,10000,7,16.4667,107.6
Hue,2026-03-20 03:00:00,28.14,63,1013,2.05,20,10000,0,16.4667,107.6
Hue,2026-03-20 06:00:00,28.66,65,1010,3.63,51,10000,0,16.4667,107.6
Hue,2026-03-20 09:00:00,28.31,68,1008,4.01,87,10000,8,16.4667,107.6
Hue,2026-03-20 12:00:00,23.51,89,1010,2.27,111,10000,7,16.4667,107.6
Hue,2026-03-20 15:00:00,22.04,94,1013,1.13,279,10000,3,16.4667,107.6
Hue,2026-03-20 18:00:00,21.42,94,1011,1.23,139,10000,5,16.4667,107.6
Hue,2026-03-20 21:00:00,20.67,91,1011,0.52,236,10000,19,16.4667,107.6
Hue,2026-03-21 00:00:00,22.33,85,1013,1.21,262,10000,34,16.4667,107.6
Hue,2026-03-21 03:00:00,27.71,65,1014,2.06,4,10000,31,16.4667,107.6
Hue,2026-03-21 06:00:00,28.29,66,1012,3.62,35,10000,36,16.4667,107.6
Hue,2026-03-21 09:00:00,27.83,67,1010,3.79,79,10000,16,16.4667,107.6
Hue,2026-03-21 12:00:00,23.99,83,1012,2.97,98,10000,35,16.4667,107.6
Hue,2026-03-21 15:00:00,22.16,92,1013,0.9,145,10000,50,16.4667,107.6
Hue,2026-03-21 18:00:00,20.99,95,1012,0.98,247,10000,31,16.4667,107.6
Hue,2026-03-21 21:00:00,20.38,96,1012,1.0,214,10000,10,16.4667,107.6
Hue,2026-03-22 00:00:00,21.91,90,1013,0.66,164,10000,10,16.4667,107.6
Hue,2026-03-22 03:00:00,28.38,65,1014,1.93,52,10000,5,16.4667,107.6
Hue,2026-03-22 06:00:00,28.46,69,1011,5.0,55,10000,10,16.4667,107.6
Hue,2026-03-22 09:00:00,27.11,71,1010,4.56,75,10000,23,16.4667,107.6
Hue,2026-03-22 12:00:00,22.89,91,1012,2.45,98,10000,14,16.4667,107.6
Hue,2026-03-22 15:00:00,21.68,96,1013,1.08,206,10000,1,16.4667,107.6
Hue,2026-03-22 18:00:00,21.16,96,1011,0.24,292,10000,5,16.4667,107.6
Hue,2026-03-22 21:00:00,20.62,96,1010,0.82,172,10000,11,16.4667,107.6
Hue,2026-03-23 00:00:00,22.01,89,1012,0.29,172,10000,11,16.4667,107.6
Hue,2026-03-23 03:00:00,28.5,61,1013,1.63,42,10000,0,16.4667,107.6
Hue,2026-03-23 06:00:00,28.76,64,1010,4.44,56,10000,0,16.4667,107.6
Hue,2026-03-23 09:00:00,27.12,70,1009,4.23,73,10000,0,16.4667,107.6
Hue,2026-03-23 12:00:00,22.92,88,1010,2.35,96,10000,0,16.4667,107.6
Vung Tau,2026-03-18 15:00:00,25.22,80,1013,9.12,106,10000,10,10.346,107.0843
Vung Tau,2026-03-18 18:00:00,25.01,79,1013,8.24,102,10000,9,10.346,107.0843
Vung Tau,2026-03-18 21:00:00,24.56,80,1012,7.73,100,10000,36,10.346,107.0843
Vung Tau,2026-03-19 00:00:00,24.62,78,1013,8.13,94,10000,53,10.346,107.0843
Vung Tau,2026-03-19 03:00:00,27.39,71,1014,8.08,95,10000,14,10.346,107.0843
Vung Tau,2026-03-19 06:00:00,28.7,70,1011,8.19,117,10000,12,10.346,107.0843
Vung Tau,2026-03-19 09:00:00,25.6,72,1009,6.38,127,10000,4,10.346,107.0843
Vung Tau,2026-03-19 12:00:00,24.99,79,1011,7.86,112,10000,4,10.346,107.0843
Vung Tau,2026-03-19 15:00:00,25.02,79,1012,9.5,105,10000,7,10.346,107.0843
Vung Tau,2026-03-19 18:00:00,24.9,82,1011,8.17,106,10000,7,10.346,107.0843
Vung Tau,2026-03-19 21:00:00,24.75,80,1011,7.08,111,10000,25,10.346,107.0843
Vung Tau,2026-03-20 00:00:00,25.03,77,1013,7.19,99,10000,26,10.346,107.0843
Vung Tau,2026-03-20 03:00:00,26.01,72,1014,7.06,107,10000,24,10.346,107.0843
Vung Tau,2026-03-20 06:00:00,26.2,70,1011,6.65,120,10000,25,10.346,107.0843
Vung Tau,2026-03-20 09:00:00,25.9,72,1009,6.0,131,10000,24,10.346,107.0843
Vung Tau,2026-03-20 12:00:00,25.2,78,1011,6.77,107,10000,11,10.346,107.0843
Vung Tau,2026-03-20 15:00:00,25.11,82,1012,8.24,100,10000,14,10.346,107.0843
Vung Tau,2026-03-20 18:00:00,25.11,80,1012,7.83,106,10000,11,10.346,107.0843
Vung Tau,2026-03-20 21:00:00,24.78,80,1012,6.59,107,10000,11,10.346,107.0843
Vung Tau,2026-03-21 00:00:00,24.99,80,1013,6.33,90,10000,32,10.346,107.0843
Vung Tau,2026-03-21 03:00:00,26.34,72,1014,6.87,100,10000,23,10.346,107.0843
Vung Tau,2026-03-21 06:00:00,26.49,71,1012,7.89,122,10000,21,10.346,107.0843
Vung Tau,2026-03-21 09:00:00,26.34,73,1010,7.38,120,10000,4,10.346,107.0843
Vung Tau,2026-03-21 12:00:00,25.33,80,1011,7.76,107,10000,1,10.346,107.0843
Vung Tau,2026-03-21 15:00:00,25.26,83,1012,9.44,101,10000,5,10.346,107.0843
Vung Tau,2026-03-21 18:00:00,25.22,84,1011,10.48,99,10000,6,10.346,107.0843
Vung Tau,2026-03-21 21:00:00,25.18,79,1011,7.71,97,10000,1,10.346,107.0843
Vung Tau,2026-03-22 00:00:00,25.29,79,1012,8.56,95,10000,5,10.346,107.0843
Vung Tau,2026-03-22 03:00:00,26.54,74,1014,7.62,99,10000,50,10.346,107.0843
Vung Tau,2026-03-22 06:00:00,26.41,74,1011,9.07,116,10000,37,10.346,107.0843
Vung Tau,2026-03-22 09:00:00,26.05,78,1009,7.17,120,10000,14,10.346,107.0843
Vung Tau,2026-03-22 12:00:00,25.55,81,1011,8.8,105,10000,27,10.346,107.0843
Vung Tau,2026-03-22 15:00:00,25.31,82,1012,9.9,102,10000,31,10.346,107.0843
Vung Tau,2026-03-22 18:00:00,25.08,84,1010,10.67,102,10000,38,10.346,107.0843
Vung Tau,2026-03-22 21:00:00,25.15,81,1010,8.57,98,10000,100,10.346,107.0843
Vung Tau,2026-03-23 00:00:00,25.25,78,1012,7.89,85,10000,100,10.346,107.0843
Vung Tau,2026-03-23 03:00:00,26.66,71,1013,8.28,95,10000,86,10.346,107.0843
Vung Tau,2026-03-23 06:00:00,26.56,73,1010,9.69,111,10000,54,10.346,107.0843
Vung Tau,2026-03-23 09:00:00,26.24,73,1008,7.65,123,10000,28,10.346,107.0843
Vung Tau,2026-03-23 12:00:00,25.54,77,1010,8.49,110,10000,20,10.346,107.0843
Quy Nhon,2026-03-18 15:00:00,21.68,85,1015,1.29,274,10000,0,13.7667,109.2333
Quy Nhon,2026-03-18 18:00:00,21.31,87,1014,1.75,273,10000,0,13.7667,109.2333
Quy Nhon,2026-03-18 21:00:00,20.7,89,1014,1.76,269,10000,7,13.7667,109.2333
Quy Nhon,2026-03-19 00:00:00,21.55,84,1014,1.2,261,10000,10,13.7667,109.2333
Quy Nhon,2026-03-19 03:00:00,25.5,69,1015,1.76,99,10000,12,13.7667,109.2333
Quy Nhon,2026-03-19 06:00:00,26.24,65,1012,4.23,108,10000,11,13.7667,109.2333
Quy Nhon,2026-03-19 09:00:00,25.37,70,1011,3.61,99,10000,11,13.7667,109.2333
Quy Nhon,2026-03-19 12:00:00,23.1,83,1013,0.34,315,10000,10,13.7667,109.2333
Quy Nhon,2026-03-19 15:00:00,22.24,84,1014,1.22,271,10000,2,13.7667,109.2333
Quy Nhon,2026-03-19 18:00:00,21.39,87,1013,1.75,267,10000,3,13.7667,109.2333
Quy Nhon,2026-03-19 21:00:00,20.92,88,1012,1.63,260,10000,6,13.7667,109.2333
Quy Nhon,2026-03-20 00:00:00,22.39,82,1014,1.62,241,10000,9,13.7667,109.2333
Quy Nhon,2026-03-20 03:00:00,26.69,63,1015,2.84,131,10000,78,13.7667,109.2333
Quy Nhon,2026-03-20 06:00:00,26.81,63,1012,4.46,110,10000,44,13.7667,109.2333
Quy Nhon,2026-03-20 09:00:00,25.99,68,1011,3.54,123,10000,3,13.7667,109.2333
Quy Nhon,2026-03-20 12:00:00,23.3,86,1013,1.8,164,10000,3,13.7667,109.2333
Quy Nhon,2026-03-20 15:00:00,22.61,89,1014,1.49,232,10000,44,13.7667,109.2333
Quy Nhon,2026-03-20 18:00:00,21.74,91,1013,1.57,250,10000,72,13.7667,109.2333
Quy Nhon,2026-03-20 21:00:00,21.49,91,1013,1.82,261,10000,63,13.7667,109.2333
Quy Nhon,2026-03-21 00:00:00,22.84,85,1015,1.68,265,10000,79,13.7667,109.2333
Quy Nhon,2026-03-21 03:00:00,26.84,65,1015,1.85,107,10000,44,13.7667,109.2333
Quy Nhon,2026-03-21 06:00:00,27.53,63,1013,3.56,97,10000,42,13.7667,109.2333
Quy Nhon,2026-03-21 09:00:00,26.55,69,1012,3.55,94,10000,10,13.7667,109.2333
Quy Nhon,2026-03-21 12:00:00,24.06,85,1013,0.6,121,10000,5,13.7667,109.2333
Quy Nhon,2026-03-21 15:00:00,23.25,89,1014,0.06,261,10000,0,13.7667,109.2333
Quy Nhon,2026-03-21 18:00:00,23.54,86,1013,1.02,317,10000,44,13.7667,109.2333
Quy Nhon,2026-03-21 21:00:00,23.49,87,1012,1.09,329,10000,100,13.7667,109.2333
Quy Nhon,2026-03-22 00:00:00,24.04,85,1014,1.77,338,10000,100,13.7667,109.2333
Quy Nhon,2026-03-22 03:00:00,27.27,67,1015,2.64,51,10000,70,13.7667,109.2333
